,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
26,2013104055,3,4,2017/05/20,6096,8,6,11.0,16,16,8.4,4.0,0,0,1014,58.0,2,1900,4,116.5,38.8,504,2,0,0,0,0,0,0,1,360.0
27,2013104055,3,4,2017/03/30,6044,48,6,11.0,9,5,4.5,3.0,1,1,1014,58.0,2,1900,4,122.5,40.5,502,4,0,0,0,0,0,0,1,2100.0
28,2013104055,3,4,2017/02/19,6002,5,6,11.0,16,15,44.1,11.0,0,0,732,57.0,2,1600,4,95.6,36.3,498,7,0,0,0,0,1,0,0,0.0
29,2013104055,3,4,2017/02/01,5984,45,6,11.0,12,8,3.3,2.0,0,0,666,56.0,2,2100,4,135.5,38.7,491,-10,0,0,0,0,1,0,0,300.0
30,2013104055,3,3,2016/12/15,5936,48,6,11.0,12,3,1.5,1.0,0,1,666,55.0,2,2500,2,162.4,38.9,501,12,0,0,0,0,0,1,0,806.0
31,2013104055,3,3,2016/11/22,5912,42,6,10.0,11,6,1.3,1.0,1,1,666,55.0,2,2000,2,127.0,39.1,489,-2,0,0,0,0,0,1,0,3500.0
32,2013104055,3,3,2016/10/04,5863,46,6,11.0,12,12,2.1,1.0,1,1,666,55.0,2,2100,4,135.1,38.9,491,7,0,0,0,0,0,0,1,2100.0
4,2010104098,3,7,2017/05/20,6096,8,6,11.0,16,4,16.7,6.0,0,1,666,58.0,2,1900,4,116.4,36.3,504,-2,0,0,0,0,0,0,1,1416.4
5,2010104098,3,7,2017/03/15,6029,43,5,11.0,14,3,1.6,1.0,1,1,666,56.0,2,2400,2,157.8,41.3,506,3,0,0,0,0,0,1,0,3200.0
6,2010104098,3,6,2016/11/22,5912,42,6,10.0,11,9,6.0,3.0,0,1,5525,58.0,2,2000,2,127.7,39.6,503,0,0,0,0,0,0,1,0,1225.0
7,2010104098,3,6,2016/11/03,5893,45,6,11.0,14,11,47.5,6.0,0,0,5525,57.0,2,2100,2,139.4,42.5,503,0,0,0,0,0,1,0,0,0.0
8,2010104098,3,6,2016/06/29,5764,44,5,11.0,12,12,14.3,6.0,0,0,1088,57.0,2,2000,1,128.2,40.8,504,2,1,0,0,0,1,0,0,0.0
9,2010104098,3,6,2016/05/21,5725,8,6,11.0,15,6,7.9,4.0,0,1,1088,58.0,2,1900,4,117.0,37.6,502,0,0,0,0,0,0,0,1,908.2
10,2010104098,3,6,2016/04/16,5689,9,6,11.0,16,1,8.9,4.0,0,0,1088,58.0,2,1800,4,110.5,37.4,502,1,0,0,0,0,0,0,1,540.0
6,2010110078,3,6,2016/12/29,5950,44,6,10.0,14,8,1.6,1.0,0,1,666,57.0,2,2000,2,126.1,36.5,511,-3,1,0,0,0,1,0,0,2800.0
7,2010110078,3,6,2016/12/04,5925,7,5,11.0,15,2,2.2,1.0,0,1,666,57.0,2,1800,4,110.1,37.0,514,10,0,0,0,0,1,0,0,3992.4
8,2010110078,3,6,2016/11/03,5893,45,6,11.0,14,9,2.4,2.0,1,1,666,57.0,2,2100,2,135.3,38.6,504,-6,0,0,0,0,1,0,0,8000.0
9,2010110078,3,6,2016/09/28,5856,43,5,11.0,13,10,1.8,1.0,1,1,666,56.0,2,1800,2,112.0,37.0,510,4,0,0,0,0,0,1,0,3200.0
10,2010110078,3,6,2016/04/16,5689,9,6,11.0,16,9,1.8,1.0,1,1,666,57.0,2,1800,4,109.9,36.8,506,4,0,0,0,0,0,0,1,3656.7
11,2010110078,3,6,2016/03/17,5659,48,6,10.0,12,2,1.4,1.0,1,1,666,55.0,2,1900,4,121.2,38.2,502,-6,0,0,0,0,0,0,1,2100.0
12,2010110078,3,5,2015/10/03,5490,9,6,11.0,12,2,5.5,3.0,1,1,666,55.0,2,2000,3,124.6,36.6,508,8,0,0,0,0,0,0,1,3546.2
27,2010102446,2,7,2017/02/19,6002,5,6,11.0,16,1,13.6,7.0,0,0,641,57.0,2,1600,4,95.7,35.8,474,-1,0,0,0,0,1,0,0,0.0
28,2010102446,2,7,2017/02/01,5984,45,6,11.0,12,12,1.6,1.0,0,1,1096,57.0,2,2100,4,135.2,38.2,475,0,0,0,0,0,1,0,0,2100.0
29,2010102446,2,6,2016/12/29,5950,44,6,10.0,14,14,4.0,2.0,0,1,1096,57.0,2,2000,2,126.1,36.4,475,1,1,0,0,0,1,0,0,1600.0
30,2010102446,2,6,2016/12/04,5925,7,5,11.0,15,8,15.9,6.0,1,1,1096,57.0,2,1800,4,110.1,35.8,474,0,0,0,0,0,1,0,0,10023.4
31,2010102446,2,6,2016/11/03,5893,45,6,11.0,14,6,14.6,5.0,0,1,1096,57.0,2,2100,2,135.6,38.7,474,-3,0,0,0,0,1,0,0,1600.0
32,2010102446,2,6,2016/09/28,5856,43,5,11.0,13,9,3.0,2.0,0,1,1096,58.0,2,1800,2,113.0,37.3,477,2,0,0,0,0,0,1,0,640.0
33,2010102446,2,6,2016/06/29,5764,44,5,11.0,12,7,4.1,2.0,0,1,1096,57.0,2,2000,1,125.2,37.6,475,14,1,0,0,0,1,0,0,1200.0
17,2012110098,3,4,2016/12/29,5950,44,6,10.0,14,11,16.3,5.0,1,1,422,57.0,2,2000,2,125.8,36.1,565,-1,1,0,0,0,1,0,0,8000.0
18,2012110098,3,4,2016/12/04,5925,7,5,11.0,15,14,21.0,7.0,0,0,1154,57.0,2,1800,4,110.5,36.9,566,4,0,0,0,0,1,0,0,970.0
19,2012110098,3,4,2016/11/06,5896,8,5,11.0,16,9,7.6,4.0,1,1,1154,56.0,2,1800,4,110.1,36.2,562,2,0,0,0,0,0,0,1,3856.7
20,2012110098,3,4,2016/10/23,5882,5,5,11.0,16,8,1.7,1.0,0,0,5386,57.5,2,2100,4,130.3,37.9,560,-2,0,0,0,0,0,0,0,0.0
21,2012110098,3,4,2016/10/01,5860,9,6,11.0,11,9,5.1,4.0,0,1,1018,57.5,2,2000,3,121.7,36.1,562,2,0,0,0,0,0,0,1,905.7
22,2012110098,3,4,2016/05/08,5712,5,6,10.0,15,8,1.9,1.0,1,1,5386,57.0,2,2100,4,130.4,38.3,560,-4,0,0,0,0,0,0,0,2235.7
23,2012110098,3,4,2016/03/12,5654,9,6,11.0,12,5,2.2,1.0,1,1,894,56.0,2,2000,4,124.3,36.2,564,6,0,0,0,0,0,0,0,2225.9
22,2012104367,3,5,2017/03/30,6044,48,6,11.0,9,8,3.0,2.0,0,0,5339,59.0,2,1900,4,124.8,42.0,492,7,0,0,0,0,0,0,1,105.0
23,2012104367,3,5,2017/02/01,5984,45,6,11.0,12,9,18.2,5.0,1,1,5339,57.0,2,2100,4,134.6,38.2,485,-7,0,0,0,0,1,0,0,6000.0
24,2012104367,3,4,2016/11/12,5902,8,6,10.0,13,1,3.0,1.0,1,1,5339,57.0,2,1800,4,109.4,36.8,492,6,0,0,0,0,0,0,0,1848.0
25,2012104367,3,4,2016/10/16,5875,8,6,8.0,15,10,1.6,1.0,1,1,5339,57.0,2,1800,4,110.8,38.1,486,0,0,0,0,0,0,0,0,1050.0
26,2012104367,3,4,2016/06/18,5753,9,6,9.0,16,13,2.5,1.0,0,1,1018,57.0,2,1800,3,111.0,38.9,486,-2,0,0,0,0,0,0,0,610.8
27,2012104367,3,4,2016/05/14,5718,8,6,12.0,16,2,1.9,1.0,1,1,1018,57.0,2,1800,4,110.6,37.9,488,6,0,0,0,0,0,0,0,1050.0
28,2012104367,3,4,2016/04/23,5696,3,6,12.0,15,6,3.0,1.0,0,1,1128,57.0,2,1700,4,106.0,37.6,482,-8,0,0,0,0,0,0,0,573.2
16,2013106119,3,4,2017/02/19,6002,5,6,11.0,16,3,5.0,2.0,1,1,5212,57.0,2,1600,4,95.1,35.6,520,4,0,0,0,0,1,0,0,10052.8
17,2013106119,3,3,2016/12/04,5925,7,5,11.0,15,12,5.7,2.0,0,0,5212,56.0,2,1800,4,111.4,38.5,516,2,0,0,0,0,1,0,0,0.0
18,2013106119,3,3,2016/11/12,5902,5,6,11.0,16,8,3.4,2.0,0,1,5212,56.0,2,1600,2,94.0,34.9,514,-4,0,0,0,0,0,0,1,1516.6
19,2013106119,3,3,2016/07/13,5779,44,5,11.0,12,6,2.3,1.0,0,1,1088,56.0,2,2000,4,126.9,39.6,518,6,1,1,0,0,0,0,0,900.0
20,2013106119,3,3,2016/06/19,5754,5,5,11.0,16,12,2.9,2.0,1,1,1088,56.0,2,1600,4,95.8,35.9,512,-5,0,0,0,1,0,0,0,3558.8
21,2013106119,3,3,2016/05/04,5708,50,6,10.0,12,6,1.3,1.0,0,1,1088,56.0,2,1870,4,121.4,38.5,517,1,0,0,0,0,0,1,0,672.0
22,2013106119,3,3,2016/02/21,5632,5,6,9.0,14,7,7.3,5.0,1,1,1075,56.0,2,1600,2,95.4,35.5,516,-8,0,0,0,0,0,0,0,1832.2
15,2011105425,3,6,2017/05/24,6100,44,5,11.0,16,9,22.5,8.0,0,1,5269,54.0,2,2000,4,128.0,38.1,492,2,1,0,0,0,0,0,0,770.0
16,2011105425,3,6,2017/05/08,6084,44,6,11.0,12,2,14.2,7.0,1,1,5269,57.0,2,1800,4,113.6,37.0,490,-2,1,0,0,0,0,0,0,510.0
17,2011105425,3,6,2017/04/20,6065,44,5,11.0,13,2,65.7,10.0,0,0,5269,55.0,2,2000,3,129.2,40.0,492,1,1,0,0,0,0,0,0,0.0
18,2011105425,3,6,2017/03/16,6030,43,6,11.0,8,4,6.4,4.0,0,0,5488,56.0,2,1700,2,111.4,38.8,491,-9,0,0,0,0,0,0,0,42.0
19,2011105425,3,6,2017/02/23,6006,42,6,11.0,11,3,3.3,1.0,0,0,817,57.0,2,1900,3,123.8,38.7,500,3,0,0,0,0,0,0,0,50.0
20,2011105425,3,6,2017/02/02,5985,45,6,11.0,12,10,5.0,3.0,0,0,817,55.0,2,1600,4,103.4,38.9,497,-9,0,0,0,0,0,0,0,0.0
21,2011105425,3,5,2016/12/11,5932,9,6,10.0,13,2,74.0,10.0,0,0,1032,57.0,2,1800,4,113.5,37.5,506,2,0,0,0,0,0,0,0,0.0
