,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
11,2002100877,3,6,2008/02/24,2659,5,6,11.0,16,15,2.4,1.0,1,1,666,57.0,2,1600,4,95.3,35.9,520,7,0,0,0,0,1,0,0,9752.8
12,2002100877,3,5,2007/12/29,2602,44,5,10.0,15,13,1.3,1.0,1,1,666,57.0,2,2000,1,123.2,36.3,513,3,1,0,0,0,1,0,0,8000.0
13,2002100877,3,5,2007/11/24,2566,5,6,11.0,16,7,2.3,1.0,1,1,666,57.0,2,2100,4,126.7,36.2,510,-5,0,0,0,0,1,0,0,13361.2
14,2002100877,3,5,2007/10/31,2542,44,5,11.0,16,6,3.2,2.0,1,1,666,57.0,2,2000,4,124.8,37.5,515,0,1,0,0,0,1,0,0,10000.0
15,2002100877,3,5,2007/01/31,2263,45,6,10.0,13,7,1.7,1.0,1,1,5339,57.0,2,2100,4,132.9,38.3,510,2,0,0,0,0,1,0,0,6000.0
13,2005106204,3,3,2008/07/09,2799,44,5,11.0,15,11,1.2,1.0,1,1,660,56.0,2,2000,1,124.5,36.6,514,12,1,1,0,0,0,0,0,5000.0
14,2005106204,3,3,2008/06/01,2760,5,6,10.0,18,2,8.3,3.0,0,0,660,57.0,1,2400,4,148.9,37.2,502,-10,0,0,0,0,1,0,0,0.0
15,2005106204,3,3,2008/05/03,2731,8,6,10.0,15,8,1.4,1.0,1,1,660,57.0,2,1800,4,111.2,37.8,512,-10,0,0,0,0,0,0,0,1932.9
16,2005106204,3,3,2008/02/24,2659,5,6,9.0,11,9,1.5,1.0,1,1,660,56.0,2,1600,4,97.0,38.0,522,16,0,0,0,0,0,0,0,1930.8
17,2005106204,3,3,2008/01/19,2623,6,6,9.0,16,3,1.9,1.0,1,1,660,56.0,2,1800,4,113.9,38.5,506,0,0,0,0,0,0,0,0,1039.9
