,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,デルマルーヴル,牡2,54,ルメール,1:53.3,,2.0,1,492(-4),[東] 戸田博文
1,2,4,6,モーンストルム,牝2,54,柴田大知,1:54.5,7,2.8,2,444(+2),[東] 高橋祥泰
2,3,6,10,ストラトフォード,牝2,53,木幡巧也,1:54.5,クビ,62.9,8,466(+12),[東] 竹内正洋
3,4,7,12,ボヘミアラプソディ,牡2,54,丸山元気,1:54.6,クビ,9.3,3,472(0),[東] 伊藤圭三
4,5,2,3,ベルキューズ,牝2,54,黛弘人,1:54.8,1.1/4,128.7,12,490(-2),[東] 武井亮
5,6,5,8,タカラチーター,牡2,54,村田一誠,1:55.1,1.3/4,25.3,6,456(+2),[東] 藤原辰雄
6,7,3,5,ザメイダン,牡2,54,大野拓弥,1:55.1,クビ,14.3,4,458(0),[東] 新開幸一
7,8,6,11,セイドアモール,牝2,54,津村明秀,1:55.1,ハナ,21.4,5,456(+4),[東] 武市康男
8,9,8,14,ポルタメント,牡2,54,藤岡康太,1:55.2,1/2,69.5,9,450(0),[東] 中舘英二
9,10,2,2,プラサデトロス,牡2,53,武藤雅,1:56.1,5,108.6,10,502(+10),[東] 小西一男
10,11,3,4,タヌキ,牡2,52,藤田菜七,1:58.1,大,57.0,7,430(+2),[東] 高橋祥泰
11,12,1,1,マインダダ,牡2,52,横山武史,1:58.5,2,354.3,15,476(+2),[東] 的場均
12,13,7,13,カラテ,牡2,52,菊沢一樹,1:58.5,クビ,119.3,11,500(+24),[東] 高橋祥泰
13,14,8,15,ウサギノワルツ,牡2,51,山田敬士,1:59.2,4,277.5,14,488(+4),[東] 石毛善彦
14,15,4,7,シゲルリンカイセキ,牡2,54,武士沢友,2:00.2,6,199.5,13,450(-2),[東] 粕谷昌央
