,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,マイネルアウラート,牡6,58,柴田大知,1:33.5,,15.4,7,472(+8),[東] 高橋裕
1,2,2,3,グランシルク,牡5,56,戸崎圭太,1:33.7,1.1/4,2.4,1,508(+2),[東] 戸田博文
2,3,1,2,ウインファビラス,牝4,53,松岡正海,1:33.9,1.1/4,11.6,5,468(+2),[東] 畠山吉宏
3,4,7,13,ブレイブスマッシュ,牡4,55,横山典弘,1:33.9,クビ,7.8,3,498(+6),[東] 小笠倫弘
4,5,4,8,コスモソーンパーク,牡9,58,丹内祐次,1:34.0,3/4,71.3,13,492(+6),[東] 池上昌弘
5,6,4,7,シベリアンスパーブ,牡8,56,田中勝春,1:34.1,クビ,82.5,14,508(+12),[東] 手塚貴久
6,7,3,5,メドウラーク,牡6,56,石橋脩,1:34.1,クビ,145.4,15,500(0),[西] 橋田満
7,8,8,15,ミッキーラブソング,牡6,57,田辺裕信,1:34.2,クビ,16.1,8,462(-2),[西] 橋口慎介
8,9,2,4,ウキヨノカゼ,牝7,56,吉田豊,1:34.2,ハナ,12.5,6,502(+18),[東] 菊沢隆徳
9,10,1,1,アングライフェン,牡5,56,北村友一,1:34.2,ハナ,35.0,10,472(0),[西] 安田隆行
10,11,5,10,バロンドゥフォール,セ7,56,木幡巧也,1:34.2,クビ,37.5,11,484(0),[東] 久保田貴
11,12,3,6,グァンチャーレ,牡5,56,蛯名正義,1:34.3,クビ,5.9,2,474(+4),[西] 北出成人
12,13,8,16,エンジェルフェイス,牝4,53,吉田隼人,1:34.3,クビ,44.5,12,500(+2),[西] 藤原英昭
13,14,6,12,ダイワリベラル,牡6,57,北村宏司,1:34.5,1.1/4,10.2,4,532(+4),[東] 菊沢隆徳
14,15,7,14,バッドボーイ,牡7,56,石川裕紀,1:34.5,クビ,203.6,16,512(0),[西] 河内洋
15,16,5,9,イッテツ,牡5,56,大野拓弥,1:34.7,3/4,26.0,9,490(+2),[東] 斎藤誠
