,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,サトノロマネ,牡2,55,松岡正海,1:36.1,,4.9,2,478(+2),[東] 国枝栄
1,2,1,2,トップキングダム,牡2,55,柴田善臣,1:36.4,1.3/4,6.0,3,462(+10),[東] 清水英克
2,3,7,14,コイクレナイ,牝2,54,木幡初広,1:36.6,1.1/4,53.4,12,470(+4),[東] 宗像義忠
3,4,8,15,ヘリオポーズ,牝2,54,蛯名正義,1:36.6,クビ,22.2,11,418(-6),[東] 勢司和浩
4,5,1,1,ファインプレイ,牡2,55,ペリエ,1:36.8,1,12.7,6,450(-2),[東] 武市康男
5,6,4,8,メジロマリアン,牝2,54,吉田隼人,1:37.0,1,10.5,5,486(+8),[東] 高木登
6,7,3,5,タージオン,牝2,54,後藤浩輝,1:37.0,アタマ,6.7,4,446(0),[東] 粕谷昌央
7,8,8,16,ホクトグレイン,牝2,54,北村宏司,1:37.2,1.1/2,16.2,8,444(-6),[東] 高橋祥泰
8,9,4,7,ホッコービックワン,牡2,54,三浦皇成,1:37.2,ハナ,15.4,7,450(-2),[東] 河野通文
9,10,6,11,ディアトウシロウ,牡2,55,内田博幸,1:37.2,ハナ,18.8,10,444(+4),[東] 斎藤誠
10,11,5,10,インファティック,牡2,55,田中勝春,1:37.4,1.1/2,17.5,9,492(-6),[東] 鹿戸雄一
11,12,3,6,アポロアネラ,牝2,54,勝浦正樹,1:37.5,1/2,117.0,13,464(-4),[東] 柴崎勇
12,13,6,12,ヒカルプリンス,牡2,55,横山典弘,1:37.8,1.3/4,4.1,1,464(+10),[東] 栗田博憲
13,14,2,4,コスモミッチャン,牝2,54,吉田豊,1:37.8,クビ,141.8,14,390(-4),[東] 武市康男
14,15,2,3,ステップアンドゴー,牡2,55,江田照男,1:39.0,7,308.2,15,488(+6),[東] 中島敏文
15,16,7,13,ホッカイオンゴール,牡2,55,小野次郎,1:39.5,3,319.9,16,470(+18),[東] 柴田政人
