,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,4,ユビキタス,牡3,56,後藤浩輝,1:51.3,,2.0,1,546(-4),[東] 鈴木伸尋
1,2,4,8,シュリクン,牡3,56,横山典弘,1:51.3,クビ,10.5,4,486(-2),[東] 高松邦男
2,3,4,7,バロンビスティー,牡3,56,勝浦正樹,1:51.5,1.1/4,24.5,7,518(0),[東] 尾形充弘
3,4,5,10,トーセンスターン,牡3,56,藤田伸二,1:52.6,7,18.2,6,446(-8),[西] 大久保龍
4,5,2,3,アバレダイコ,牡3,56,松岡正海,1:52.9,2,5.1,3,522(-8),[東] 相沢郁
5,6,7,13,レオプラズマ,牡3,56,武士沢友,1:53.1,1,258.4,11,484(-10),[東] 的場均
6,7,6,11,レッツゴーヒチョリ,牡3,56,内田博幸,1:53.1,ハナ,50.3,9,522(-4),[東] 高橋祥泰
7,8,6,12,ロールオブザダイス,牡3,56,北村宏司,1:53.3,1,11.1,5,450(-6),[西] 角居勝彦
8,9,5,9,レオソリスト,牡3,56,江田照男,1:53.3,クビ,42.8,8,508(-2),[東] 岩戸孝樹
9,10,1,1,バイタリティー,牡3,56,小林淳一,1:53.4,3/4,97.8,10,482(-2),[東] 平井雄二
10,11,7,14,ヨシカツゾー,牡3,56,和田竜二,1:54.6,7,314.1,14,498(-4),[東] 佐藤吉勝
11,12,3,5,イースタンリバー,牡3,56,菊沢隆徳,1:54.8,1.1/2,395.4,15,464(-4),[東] 鈴木伸尋
12,13,8,15,クリストフォルス,牡3,56,安藤勝己,1:55.3,3,4.8,2,534(0),[西] 角居勝彦
13,14,1,2,コスモコマンダ,牡3,53,三浦皇成,1:55.8,3,270.3,12,452(-18),[東] 阿部新生
14,15,3,6,マルサンサイレンス,牝3,53,田中博康,1:56.0,1.1/2,301.2,13,440(-6),[東] 谷原義明
15,16,8,16,モエレジンダイコ,牡3,56,木幡初広,1:56.3,1.3/4,500.4,16,462(0),[東] 大江原哲
